10.480385	11.273317
8.764786	11.086121
9.417270	11.019014
8.603589	7.246585
10.045257	11.606021
10.105763	10.214736
10.289813	8.842459
10.181716	9.116944
9.437360	9.611643
8.750944	10.230277
10.496680	10.995455
8.303312	8.099534
9.232567	8.856207
9.355613	8.221619
8.694220	10.144254
8.135862	9.124151
8.395800	7.466738
10.797142	11.149677
9.551695	10.238928
8.599840	7.270719
10.753094	13.245154
7.842921	6.137733
9.726774	9.672708
8.955327	8.151065
8.340118	7.281702
11.269740	9.988342
8.124479	6.144795
8.428393	7.387611
7.819297	8.244620
7.224199	7.408948
8.736465	9.590835
8.621369	8.516971
8.079385	6.494200
10.442236	9.066235
8.599856	7.348807
7.640069	8.918486
9.680147	10.235251
9.144497	8.776204
9.550004	9.644726
9.894312	11.107952
10.535595	10.508342
9.643421	9.657234
8.155361	8.204670
7.931721	8.774048
8.823971	9.918604
8.007884	8.047737
9.740316	8.830929
10.601310	10.482827
8.450858	8.382468
8.148082	8.200469
8.811934	8.048442
9.932917	11.672832
9.333198	10.108697
8.165149	8.485889
8.495473	9.504356
10.686057	10.840987
9.030634	10.549622
9.529965	8.366264
7.285019	7.629987
9.655656	9.447725
7.477280	8.752776
8.336258	9.764930
8.889301	9.291652
10.925119	10.168900
8.452780	9.059549
9.130882	9.838837
8.221250	8.317628
10.201448	10.224505
8.444077	7.379220
7.893376	6.672578
8.229958	7.960855
9.202808	9.907819
8.615657	7.673546
10.398507	8.316321
7.981594	8.798969
9.409128	10.290349
9.372156	7.566210
8.129261	9.549641
10.475726	10.495692
9.995219	10.358892
8.912310	9.045151
7.873550	8.730507
9.176246	7.268504
10.065445	10.174644
10.183579	10.304656
9.043378	9.630820
8.772582	8.424643
8.169937	8.063698
10.145267	8.840302
9.660454	8.660210
8.674965	8.308901
10.174466	9.482887
9.018211	9.083133
9.631671	9.186816
9.565543	9.567964
7.073461	7.448479
8.673500	8.545540
8.779022	7.558705
8.766231	10.115640
8.074237	7.507918
10.596729	10.227857
10.006896	10.264018
8.258679	7.393921
9.262531	9.974101
9.265292	10.132463
9.076810	8.528066
8.969661	9.405724
8.979628	8.154057
8.583853	8.589898
9.509728	9.438034
9.792940	8.610832
7.300835	6.998897
6.936554	6.635176
7.393583	7.973039
9.525815	9.898538
9.807374	10.848340
7.654667	8.419065
6.623368	5.027554
9.854037	9.383847
7.559354	7.899231
8.903929	9.103365
9.744713	11.126506
8.830985	10.295903
8.445319	9.148500
7.551311	8.739725
10.823370	11.823161
9.592728	11.049980
9.653801	8.220681
8.944491	8.472503
8.025236	7.987627
8.804749	9.771998
10.255945	12.114306
8.365820	9.248047
9.706883	11.373820
11.032367	10.359147
