0.470955	1.392448	2
14.645653	15.061149	0
0.612904	-0.293446	2
-2.093210	0.304436	2
16.027866	16.285524	0
9.454454	9.567302	1
16.377956	17.992263	0
15.880108	17.648432	0
7.375212	7.011099	1
16.599238	15.816831	0
-0.535885	-0.025580	2
0.363209	0.537031	2
17.083358	16.591168	0
0.473595	-0.622260	2
15.533038	15.596984	0
15.190204	13.741309	0
8.429786	8.076491	1
9.170293	8.586808	1
8.839767	8.309425	1
-0.024724	-1.062788	2
1.001882	0.453350	2
15.198368	16.517964	0
9.093404	7.400298	1
-0.303302	-1.198609	2
13.885816	13.492072	0
-0.786720	0.455038	2
15.858391	17.793102	0
18.429454	19.022202	0
7.464202	6.130705	1
15.394861	14.012733	0
17.525577	17.194826	0
0.034935	0.738935	2
8.432557	8.359354	1
7.940030	8.385834	1
15.934930	16.533734	0
7.310374	6.251158	1
14.884332	17.045079	0
1.065563	0.703826	2
1.218706	-0.336821	2
-0.673152	-0.996122	2
0.751616	-0.105846	2
14.478144	14.826511	0
8.534573	7.166505	1
8.668635	7.420493	1
16.109305	17.297456	0
15.656276	15.614344	0
15.781879	14.941823	0
6.769214	6.088173	1
-0.873868	0.684862	2
8.133838	7.510541	1
0.136153	0.286674	2
14.095635	13.889676	0
14.738903	14.269387	0
9.577987	9.752018	1
15.721110	17.108202	0
16.591643	16.421253	0
8.251537	8.968031	1
8.501247	7.305242	1
-0.363540	-0.551401	2
8.039630	10.752275	1
1.460137	1.918263	2
-0.772475	-0.075655	2
8.002840	8.341699	1
0.204836	0.046336	2
-0.768090	-0.233668	2
5.998048	6.628749	1
8.285573	8.356781	1
15.839786	16.500585	0
7.291850	6.046859	1
9.477312	9.934740	1
15.338207	15.489818	0
6.345147	6.117465	1
15.612013	16.267837	0
-1.018301	-0.397936	2
15.912831	16.346265	0
8.618243	7.770168	1
16.476329	16.113053	0
-0.985867	0.822903	2
-1.412461	-0.953684	2
13.700157	13.948316	0
6.814288	7.874118	1
6.898268	8.361226	1
9.780342	10.243959	1
7.329076	8.651336	1
8.566772	7.826395	1
15.326119	15.916485	0
-0.759900	-0.238187	2
0.645669	1.081348	2
16.042389	15.858694	0
15.589644	16.316354	0
16.162341	16.273234	0
16.363173	15.283740	0
7.106370	9.092508	1
-1.430615	-0.891580	2
7.737517	10.137815	1
8.766427	8.353775	1
1.758274	2.765592	2
-0.133547	-1.686448	2
7.850486	7.678543	1
0.971915	2.327501	2
8.084255	8.799620	1
15.355864	16.517875	0
6.344740	5.903461	1
8.596453	9.381476	1
1.112316	-0.627607	2
9.611463	9.531747	1
9.531425	12.020738	1
7.557560	6.059991	1
6.901989	6.381723	1
-1.332391	0.010785	2
17.068309	16.761782	0
0.583169	-0.948998	2
17.569439	16.947759	0
7.721979	7.288282	1
15.990239	15.594464	0
15.456092	15.681672	0
7.813718	8.116083	1
9.165613	9.115462	1
16.119636	14.525220	0
17.038254	17.973777	0
-0.093658	1.248782	2
-1.373521	-2.440559	2
8.735477	8.960263	1
8.388554	7.496676	1
0.131554	-0.327463	2
8.173737	7.318636	1
0.086985	-0.524457	2
16.797023	15.088080	0
1.126735	-0.656604	2
9.034698	9.092287	1
6.672034	7.482213	1
0.585059	1.376906	2
-0.424140	-1.223994	2
7.187386	8.010365	1
-1.169346	-1.535459	2
-1.452421	-3.751990	2
0.908214	0.733059	2
9.383279	10.537941	1
-0.735348	-3.258257	2
7.903128	8.521153	1
15.743488	16.144652	0
16.720186	15.186046	0
8.069565	8.372949	1
0.280945	0.493874	2
16.674606	16.315103	0
10.227694	11.443122	1
-1.954663	-2.612795	2
0.355474	0.728928	2
9.566815	11.797714	1
0.852373	-0.682022	2
14.800361	14.550915	0
9.372135	8.880968	1
6.434843	6.178241	1
7.477120	6.457168	1
7.446578	6.338674	1
15.795779	17.570087	0
-0.176740	2.059761	2
8.682422	8.616465	1
15.587512	16.258716	0
15.267771	16.460257	0
8.224175	7.484789	1
1.109510	2.665969	2
2.109249	2.507340	2
8.214190	7.974671	1
15.034398	15.031383	0
0.721512	-0.134990	2
16.957394	14.883269	0
0.192523	0.167093	2
15.594759	17.423304	0
8.811743	8.478812	1
-0.902400	-0.621780	2
-0.016312	2.470022	2
7.217211	6.402454	1
1.255702	1.459224	2
10.482207	9.251784	1
0.094272	0.632922	2
16.272495	15.480003	0
16.897801	15.651872	0
8.832068	9.027575	1
6.988120	7.573187	1
15.000476	14.458917	0
16.078416	17.043473	0
-0.701023	-2.517253	2
-2.094651	-1.522887	2
16.902824	16.978690	0
15.512085	16.067155	0
0.158433	0.215979	2
7.483976	7.717369	1
8.588179	7.565163	1
0.876242	0.894143	2
0.425477	-0.459753	2
7.128537	7.545952	1
16.259389	17.106180	0
9.127563	8.959057	1
-0.414335	-0.533108	2
9.198794	9.510607	1
9.281014	11.410338	1
8.081174	8.196641	1
8.407967	8.570915	1
0.501600	0.336984	2
0.651753	0.144437	2
8.087004	7.171815	1
15.679816	14.236025	0
15.766086	14.350582	0
0.054715	0.872497	2
0.345765	-1.221545	2
7.875630	8.951615	1
15.322607	15.990151	0
6.748117	7.825181	1
15.017900	16.494805	0
0.235417	-1.129171	2
7.369106	7.265512	1
9.460161	9.038693	1
16.793968	15.579951	0
1.774885	1.700244	2
14.757176	13.861561	0
0.128485	1.052961	2
17.752241	17.663981	0
7.575492	6.859402	1
8.067086	8.642104	1
0.416304	0.525324	2
7.096952	8.567962	1
-0.128099	1.217779	2
-0.013331	-0.500731	2
1.487418	0.927323	2
8.044725	7.874312	1
6.764882	4.943194	1
0.117459	1.163351	2
6.858109	7.223365	1
9.433285	9.020361	1
-1.772784	-0.891341	2
8.591615	8.055323	1
6.189831	8.422705	1
0.055216	0.831467	2
8.175934	7.804808	1
1.482562	-0.297247	2
9.174471	6.622420	1
0.621534	0.043349	2
1.005669	0.113565	2
7.584941	9.818502	1
16.263858	14.734053	0
16.464893	15.770456	0
0.223728	1.067540	2
7.454070	8.004326	1
1.899780	-0.002772	2
8.503474	8.129238	1
8.237870	9.384989	1
0.804894	1.840878	2
15.019612	15.186084	0
7.529375	7.596626	1
